image_path,Сезон,Материал подошвы,Материал верха,Цвет,Категория
shoes-muzhskaia-rezin-obuv\image_1_MP002XM1I6TQ_17629487_2_v1.jpg,демисезон,этиленвинилацетат,полимер,желтый,Полусапоги
shoes-muzhskaia-rezin-obuv\image_2_MP002XM1I6TQ_17629488_3_v1.jpg,демисезон,этиленвинилацетат,полимер,желтый,Полусапоги
shoes-muzhskaia-rezin-obuv\image_3_MP002XM1I6TQ_17629489_4_v1.jpg,демисезон,этиленвинилацетат,полимер,желтый,Полусапоги
shoes-muzhskaia-rezin-obuv\image_4_MP002XM1I6TQ_17629490_5_v1.jpg,демисезон,этиленвинилацетат,полимер,желтый,Полусапоги
shoes-muzhskaia-rezin-obuv\image_5_MP002XM1I6TQ_17629491_6_v1.jpg,демисезон,этиленвинилацетат,полимер,желтый,Полусапоги
shoes-muzhskaia-rezin-obuv\image_0_MP002XM0AZDO_20550366_1_v2_2x.jpg,лето,этиленвинилацетат,полимер,белый,Сабо
shoes-muzhskaia-rezin-obuv\image_1_MP002XM0AZDO_20550037_2_v2_2x.jpg,лето,этиленвинилацетат,полимер,белый,Сабо
shoes-muzhskaia-rezin-obuv\image_2_MP002XM0AZDO_20550025_3_v2_2x.jpg,лето,этиленвинилацетат,полимер,белый,Сабо
shoes-muzhskaia-rezin-obuv\image_3_MP002XM0AZDO_20550044_4_v2_2x.jpg,лето,этиленвинилацетат,полимер,белый,Сабо
shoes-muzhskaia-rezin-obuv\image_4_MP002XM0AZDO_20550031_5_v2_2x.jpg,лето,этиленвинилацетат,полимер,белый,Сабо
shoes-muzhskaia-rezin-obuv\image_0_RTLACY470102_24097240_1_v1.jpg,лето,полимер,полимер,синий,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_1_RTLACY470102_24097241_2_v1.jpg,лето,полимер,полимер,синий,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_2_RTLACY470102_24097242_3_v1.jpg,лето,полимер,полимер,синий,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_3_RTLACY470102_24097243_4_v1.jpg,лето,полимер,полимер,синий,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_4_RTLACY470102_24097244_5_v1.jpg,лето,полимер,полимер,синий,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_0_MP002XM1I6SM_16400914_1_v2.jpg,мульти,ПВХ,резина,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_1_MP002XM1I6SM_16400915_2_v1.jpg,мульти,ПВХ,резина,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_2_MP002XM1I6SM_16400916_3_v1.jpg,мульти,ПВХ,резина,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_3_MP002XM1I6SM_16400917_4_v1.jpg,мульти,ПВХ,резина,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_4_MP002XM1I6SM_16400918_5_v1.jpg,мульти,ПВХ,резина,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_0_RTLACC957902_22530000_1_v1.jpg,мульти,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_1_RTLACC957902_22530001_2_v1.jpg,мульти,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_2_RTLACC957902_22530002_3_v1.jpg,мульти,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_3_RTLACC957902_22530003_4_v1.jpg,мульти,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_4_RTLACC957902_22530004_5_v1.jpg,мульти,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_0_RTLADK894501_23559519_1_v3.jpg,мульти,этиленвинилацетат,полимер,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_1_RTLADK894501_23559520_2_v3.jpg,мульти,этиленвинилацетат,полимер,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_2_RTLADK894501_23559521_3_v3.jpg,мульти,этиленвинилацетат,полимер,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_3_RTLADK894501_23559522_4_v3.jpg,мульти,этиленвинилацетат,полимер,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_4_RTLADK894501_23559523_5_v3.jpg,мульти,этиленвинилацетат,полимер,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_5_RTLADK894501_23968985_9_v2_2x.jpg,мульти,этиленвинилацетат,полимер,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_0_MP002XM0MXLI_19806267_1_v1.jpeg,лето,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_1_MP002XM0MXLI_19806265_2_v2.jpeg,лето,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_2_MP002XM0MXLI_19806266_3_v2.jpeg,лето,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_3_MP002XM0MXLI_19806268_4_v2.jpeg,лето,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_4_MP002XM0MXLI_19806271_5_v2.jpeg,лето,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_5_MP002XM0MXLI_19806269_6_v2.jpeg,лето,этиленвинилацетат,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_0_RTLADK895601_23561750_1_v2.jpg,мульти,этиленвинилацетат,полимер,серый,Сабо
shoes-muzhskaia-rezin-obuv\image_1_RTLADK895601_23561751_2_v2.jpg,мульти,этиленвинилацетат,полимер,серый,Сабо
shoes-muzhskaia-rezin-obuv\image_2_RTLADK895601_23561752_3_v2.jpg,мульти,этиленвинилацетат,полимер,серый,Сабо
shoes-muzhskaia-rezin-obuv\image_3_RTLADK895601_23561753_4_v2.jpg,мульти,этиленвинилацетат,полимер,серый,Сабо
shoes-muzhskaia-rezin-obuv\image_4_RTLADK895601_23561754_5_v2.jpg,мульти,этиленвинилацетат,полимер,серый,Сабо
shoes-muzhskaia-rezin-obuv\image_5_RTLADK895601_23968988_9_v2_2x.jpg,мульти,этиленвинилацетат,полимер,серый,Сабо
shoes-muzhskaia-rezin-obuv\image_0_MP002XM0AZDW_20550325_1_v2_2x.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
shoes-muzhskaia-rezin-obuv\image_1_MP002XM0AZDW_20550327_2_v2_2x.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
shoes-muzhskaia-rezin-obuv\image_2_MP002XM0AZDW_20550331_3_v2_2x.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
shoes-muzhskaia-rezin-obuv\image_3_MP002XM0AZDW_20550335_4_v2_2x.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
shoes-muzhskaia-rezin-obuv\image_4_MP002XM0AZDW_20550339_5_v2_2x.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
shoes-muzhskaia-rezin-obuv\image_0_RTLABE225701_16479724_1_v1.jpg,мульти,полимер,полимер,синий,Сланцы
shoes-muzhskaia-rezin-obuv\image_1_RTLABE225701_16479725_2_v1.jpg,мульти,полимер,полимер,синий,Сланцы
shoes-muzhskaia-rezin-obuv\image_2_RTLABE225701_16479726_3_v1.jpg,мульти,полимер,полимер,синий,Сланцы
shoes-muzhskaia-rezin-obuv\image_3_RTLABE225701_16479727_4_v1.jpg,мульти,полимер,полимер,синий,Сланцы
shoes-muzhskaia-rezin-obuv\image_4_RTLABE225701_16479728_5_v1.jpg,мульти,полимер,полимер,синий,Сланцы
shoes-muzhskaia-rezin-obuv\image_0_MP002XM1I6TM_17628985_1_v2.jpg,демисезон,этиленвинилацетат,полимер,черный,Полусапоги
shoes-muzhskaia-rezin-obuv\image_1_MP002XM1I6TM_17628986_2_v1.jpg,демисезон,этиленвинилацетат,полимер,черный,Полусапоги
shoes-muzhskaia-rezin-obuv\image_2_MP002XM1I6TM_17628987_3_v1.jpg,демисезон,этиленвинилацетат,полимер,черный,Полусапоги
shoes-muzhskaia-rezin-obuv\image_3_MP002XM1I6TM_17628988_4_v1.jpg,демисезон,этиленвинилацетат,полимер,черный,Полусапоги
shoes-muzhskaia-rezin-obuv\image_4_MP002XM1I6TM_17628989_5_v1.jpg,демисезон,этиленвинилацетат,полимер,черный,Полусапоги
shoes-muzhskaia-rezin-obuv\image_5_MP002XM1I6TM_17628990_6_v1.jpg,демисезон,этиленвинилацетат,полимер,черный,Полусапоги
shoes-muzhskaia-rezin-obuv\image_0_RTLABL793403_22523781_1_v1.jpg,мульти,этиленвинилацетат,искусственный материал,белый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_1_RTLABL793403_22523782_2_v1.jpg,мульти,этиленвинилацетат,искусственный материал,белый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_2_RTLABL793403_22523783_3_v1.jpg,мульти,этиленвинилацетат,искусственный материал,белый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_3_RTLABL793403_22523784_4_v1.jpg,мульти,этиленвинилацетат,искусственный материал,белый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_4_RTLABL793403_22523785_5_v1.jpg,мульти,этиленвинилацетат,искусственный материал,белый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_0_RTLADQ001501_24044011_1_v1.jpg,лето,этиленвинилацетат,полимер,зеленый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_1_RTLADQ001501_24044012_2_v1.jpg,лето,этиленвинилацетат,полимер,зеленый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_2_RTLADQ001501_24044013_3_v1.jpg,лето,этиленвинилацетат,полимер,зеленый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_3_RTLADQ001501_24044014_4_v1.jpg,лето,этиленвинилацетат,полимер,зеленый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_4_RTLADQ001501_24044015_5_v1.jpg,лето,этиленвинилацетат,полимер,зеленый,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_0_RTLADP923901_24626739_1_v1.jpg,мульти,полимер,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_1_RTLADP923901_24626740_2_v1.jpg,мульти,полимер,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_2_RTLADP923901_24626741_3_v1.jpg,мульти,полимер,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_3_RTLADP923901_24626742_4_v1.jpg,мульти,полимер,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_4_RTLADP923901_24626743_5_v1.jpg,мульти,полимер,полимер,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_0_MP002XM0BJG1_24739351_1_v1.jpg,демисезон,этиленвинилацетат,текстиль,синий,Полусапоги
shoes-muzhskaia-rezin-obuv\image_1_MP002XM0BJG1_24739352_2_v1.jpg,демисезон,этиленвинилацетат,текстиль,синий,Полусапоги
shoes-muzhskaia-rezin-obuv\image_2_MP002XM0BJG1_24739353_3_v1.jpg,демисезон,этиленвинилацетат,текстиль,синий,Полусапоги
shoes-muzhskaia-rezin-obuv\image_3_MP002XM0BJG1_24739354_4_v1.jpg,демисезон,этиленвинилацетат,текстиль,синий,Полусапоги
shoes-muzhskaia-rezin-obuv\image_4_MP002XM0BJG1_24739355_5_v1.jpg,демисезон,этиленвинилацетат,текстиль,синий,Полусапоги
shoes-muzhskaia-rezin-obuv\image_5_MP002XM0BJG1_24739356_6_v1.jpg,демисезон,этиленвинилацетат,текстиль,синий,Полусапоги
shoes-muzhskaia-rezin-obuv\image_0_MP002XM0BDGW_24352189_1_v2.jpg,лето,этиленвинилацетат,искусственная кожа,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_1_MP002XM0BDGW_24352190_2_v2.jpg,лето,этиленвинилацетат,искусственная кожа,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_2_MP002XM0BDGW_24352191_3_v2.jpg,лето,этиленвинилацетат,искусственная кожа,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_3_MP002XM0BDGW_24352192_4_v2.jpg,лето,этиленвинилацетат,искусственная кожа,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_4_MP002XM0BDGW_24352193_5_v2.jpg,лето,этиленвинилацетат,искусственная кожа,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_0_MP002XM1HKTY_14636657_1_v1.jpg,мульти,этиленвинилацетат,полиэстер,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_1_MP002XM1HKTY_14636658_2_v1.jpg,мульти,этиленвинилацетат,полиэстер,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_2_MP002XM1HKTY_14636659_3_v1.jpg,мульти,этиленвинилацетат,полиэстер,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_3_MP002XM1HKTY_14636660_4_v1.jpg,мульти,этиленвинилацетат,полиэстер,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_4_MP002XM1HKTY_14636661_5_v1.jpg,мульти,этиленвинилацетат,полиэстер,черный,Сланцы
shoes-muzhskaia-rezin-obuv\image_0_MP002XM0MZDG_19910123_1_v1.jpeg,лето,резина,нейлон,черный,Акваобувь
shoes-muzhskaia-rezin-obuv\image_1_MP002XM0MZDG_19910131_2_v1.jpeg,лето,резина,нейлон,черный,Акваобувь
shoes-muzhskaia-rezin-obuv\image_2_MP002XM0MZDG_19910136_3_v1.jpeg,лето,резина,нейлон,черный,Акваобувь
shoes-muzhskaia-rezin-obuv\image_3_MP002XM0MZDG_19910147_4_v1.jpeg,лето,резина,нейлон,черный,Акваобувь
shoes-muzhskaia-rezin-obuv\image_4_MP002XM0MZDG_19910151_5_v1.jpeg,лето,резина,нейлон,черный,Акваобувь
shoes-muzhskaia-rezin-obuv\image_5_MP002XM0MZDG_19910153_6_v1.jpeg,лето,резина,нейлон,черный,Акваобувь
shoes-muzhskaia-rezin-obuv\image_0_MP002XM0BDGX_24350688_1_v1.jpg,лето,этиленвинилацетат,искусственная кожа,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_1_MP002XM0BDGX_24350689_2_v1.jpg,лето,этиленвинилацетат,искусственная кожа,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_2_MP002XM0BDGX_24350690_3_v1.jpg,лето,этиленвинилацетат,искусственная кожа,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_3_MP002XM0BDGX_24350691_4_v1.jpg,лето,этиленвинилацетат,искусственная кожа,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_4_MP002XM0BDGX_24350692_5_v1.jpg,лето,этиленвинилацетат,искусственная кожа,белый,Сланцы
shoes-muzhskaia-rezin-obuv\image_0_MP002XM08I1J_19724294_1_v1.jpg,мульти,"резина, текстиль",текстиль,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_1_MP002XM08I1J_19724295_2_v1.jpg,мульти,"резина, текстиль",текстиль,черный,Резиновая обувь
shoes-muzhskaia-rezin-obuv\image_2_MP002XM08I1J_19724296_3_v1.jpg,мульти,"резина, текстиль",текстиль,черный,Резиновая обувь
