image_path,Сезон,Материал подошвы,Материал верха,Цвет,Категория
default-men_sabo_shoes\image_4_MP002XM0N1Z1_20192292_5_v1.jpg,лето,этиленвинилацетат,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM0BBPK_24255524_1_v1.jpg,лето,этиленвинилацетат,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_1_MP002XM0BBPK_24255525_2_v1.jpg,лето,этиленвинилацетат,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_2_MP002XM0BBPK_24255526_3_v1.jpg,лето,этиленвинилацетат,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_3_MP002XM0BBPK_24255527_4_v1.jpg,лето,этиленвинилацетат,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_4_MP002XM0BBPK_24255528_5_v1.jpg,лето,этиленвинилацетат,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_RTLADJ242101_23789326_1_v1.jpg,лето,этиленвинилацетат,полиуретан,серый,Сабо
default-men_sabo_shoes\image_1_RTLADJ242101_23789327_2_v1.jpg,лето,этиленвинилацетат,полиуретан,серый,Сабо
default-men_sabo_shoes\image_2_RTLADJ242101_23789328_3_v1.jpg,лето,этиленвинилацетат,полиуретан,серый,Сабо
default-men_sabo_shoes\image_3_RTLADJ242101_23789329_4_v1.jpg,лето,этиленвинилацетат,полиуретан,серый,Сабо
default-men_sabo_shoes\image_4_RTLADJ242101_23789330_5_v1.jpg,лето,этиленвинилацетат,полиуретан,серый,Сабо
default-men_sabo_shoes\image_5_RTLADJ242101_23968970_9_v3_2x.jpg,лето,этиленвинилацетат,полиуретан,серый,Сабо
default-men_sabo_shoes\image_0_RTLADJ686501_23776235_1_v1.jpg,лето,полиуретан,полиуретан,черный,Сабо
default-men_sabo_shoes\image_1_RTLADJ686501_23776236_2_v1.jpg,лето,полиуретан,полиуретан,черный,Сабо
default-men_sabo_shoes\image_2_RTLADJ686501_23776237_3_v1.jpg,лето,полиуретан,полиуретан,черный,Сабо
default-men_sabo_shoes\image_3_RTLADJ686501_23776238_4_v1.jpg,лето,полиуретан,полиуретан,черный,Сабо
default-men_sabo_shoes\image_4_RTLADJ686501_23776239_5_v1.jpg,лето,полиуретан,полиуретан,черный,Сабо
default-men_sabo_shoes\image_5_RTLADJ686501_23968976_9_v2_2x.jpg,лето,полиуретан,полиуретан,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM1UG0A_19843570_1_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_1_MP002XM1UG0A_19843571_2_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_2_MP002XM1UG0A_19843572_3_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_3_MP002XM1UG0A_19843573_4_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_4_MP002XM1UG0A_19843574_5_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_0_MP002XM1ZX5O_19822945_1_v1.jpg,лето,полиуретан,натуральный спилок,черный,Сабо
default-men_sabo_shoes\image_1_MP002XM1ZX5O_19822946_2_v1.jpg,лето,полиуретан,натуральный спилок,черный,Сабо
default-men_sabo_shoes\image_2_MP002XM1ZX5O_19822947_3_v1.jpg,лето,полиуретан,натуральный спилок,черный,Сабо
default-men_sabo_shoes\image_3_MP002XM1ZX5O_19822948_4_v1.jpg,лето,полиуретан,натуральный спилок,черный,Сабо
default-men_sabo_shoes\image_4_MP002XM1ZX5O_19822949_5_v1.jpg,лето,полиуретан,натуральный спилок,черный,Сабо
default-men_sabo_shoes\image_0_RTLADM300501_23281090_1_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_1_RTLADM300501_23281091_2_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_2_RTLADM300501_23281092_3_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_3_RTLADM300501_23281093_4_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_4_RTLADM300501_23281094_5_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_RTLADJ242501_23788765_1_v1.jpg,лето,этиленвинилацетат,полиуретан,белый,Сабо
default-men_sabo_shoes\image_1_RTLADJ242501_23788766_2_v1.jpg,лето,этиленвинилацетат,полиуретан,белый,Сабо
default-men_sabo_shoes\image_2_RTLADJ242501_23788767_3_v1.jpg,лето,этиленвинилацетат,полиуретан,белый,Сабо
default-men_sabo_shoes\image_3_RTLADJ242501_23788768_4_v1.jpg,лето,этиленвинилацетат,полиуретан,белый,Сабо
default-men_sabo_shoes\image_4_RTLADJ242501_23788769_5_v1.jpg,лето,этиленвинилацетат,полиуретан,белый,Сабо
default-men_sabo_shoes\image_5_RTLADJ242501_24283153_11_v2_2x.jpg,лето,этиленвинилацетат,полиуретан,белый,Сабо
default-men_sabo_shoes\image_0_MP002XM08KV3_18221807_1_v2.jpg,мульти,пробка,войлок,синий,Сабо
default-men_sabo_shoes\image_1_MP002XM08KV3_18221808_2_v2.jpg,мульти,пробка,войлок,синий,Сабо
default-men_sabo_shoes\image_2_MP002XM08KV3_18221809_3_v2.jpg,мульти,пробка,войлок,синий,Сабо
default-men_sabo_shoes\image_3_MP002XM08KV3_18221810_4_v2.jpg,мульти,пробка,войлок,синий,Сабо
default-men_sabo_shoes\image_4_MP002XM08KV3_18221811_5_v2.jpg,мульти,пробка,войлок,синий,Сабо
default-men_sabo_shoes\image_0_MP002XM0B6JG_23897058_1_v1.jpg,лето,этиленвинилацетат,натуральная замша,синий,Сабо
default-men_sabo_shoes\image_1_MP002XM0B6JG_23897059_2_v1.jpg,лето,этиленвинилацетат,натуральная замша,синий,Сабо
default-men_sabo_shoes\image_2_MP002XM0B6JG_23897060_3_v1.jpg,лето,этиленвинилацетат,натуральная замша,синий,Сабо
default-men_sabo_shoes\image_3_MP002XM0B6JG_23897061_4_v1.jpg,лето,этиленвинилацетат,натуральная замша,синий,Сабо
default-men_sabo_shoes\image_4_MP002XM0B6JG_23897062_5_v1.jpg,лето,этиленвинилацетат,натуральная замша,синий,Сабо
default-men_sabo_shoes\image_0_RTLADJ242301_23789331_1_v1.jpg,лето,этиленвинилацетат,полиуретан,коричневый,Сабо
default-men_sabo_shoes\image_1_RTLADJ242301_23789332_2_v1.jpg,лето,этиленвинилацетат,полиуретан,коричневый,Сабо
default-men_sabo_shoes\image_2_RTLADJ242301_23789333_3_v1.jpg,лето,этиленвинилацетат,полиуретан,коричневый,Сабо
default-men_sabo_shoes\image_3_RTLADJ242301_23789334_4_v1.jpg,лето,этиленвинилацетат,полиуретан,коричневый,Сабо
default-men_sabo_shoes\image_4_RTLADJ242301_23789335_5_v1.jpg,лето,этиленвинилацетат,полиуретан,коричневый,Сабо
default-men_sabo_shoes\image_5_RTLADJ242301_23968972_9_v2_2x.jpg,лето,этиленвинилацетат,полиуретан,коричневый,Сабо
default-men_sabo_shoes\image_0_MP002XM00MMA_23378151_1_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_1_MP002XM00MMA_23378152_2_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_2_MP002XM00MMA_23378153_3_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_3_MP002XM00MMA_23378154_4_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_4_MP002XM00MMA_23378155_5_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM0AZ56_20580817_1_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_1_MP002XM0AZ56_20580818_2_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_2_MP002XM0AZ56_20580819_3_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_3_MP002XM0AZ56_20580820_4_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_4_MP002XM0AZ56_20580821_5_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_0_RTLADO019401_23783312_1_v2.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
default-men_sabo_shoes\image_1_RTLADO019401_23783313_2_v2.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
default-men_sabo_shoes\image_2_RTLADO019401_23783314_3_v2.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
default-men_sabo_shoes\image_3_RTLADO019401_23783315_4_v2.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
default-men_sabo_shoes\image_4_RTLADO019401_23783316_5_v2.jpg,лето,этиленвинилацетат,полимер,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM1UG2N_20090233_1_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_1_MP002XM1UG2N_20090234_2_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_2_MP002XM1UG2N_20090235_3_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_3_MP002XM1UG2N_20090236_4_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_4_MP002XM1UG2N_20090237_5_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_0_MP002XM0MXYH_19819410_1_v3_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_1_MP002XM0MXYH_19819420_2_v3_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_2_MP002XM0MXYH_19819429_3_v3_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_3_MP002XM0MXYH_19819432_4_v3_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_4_MP002XM0MXYH_19819438_5_v3_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_5_MP002XM0MXYH_19819444_6_v3_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_0_RTLACQ793701_20048288_1_v1.jpg,Не указано,пробка,натуральный нубук,коричневый,Сабо
default-men_sabo_shoes\image_1_RTLACQ793701_20048289_2_v1.jpg,Не указано,пробка,натуральный нубук,коричневый,Сабо
default-men_sabo_shoes\image_2_RTLACQ793701_20048290_3_v1.jpg,Не указано,пробка,натуральный нубук,коричневый,Сабо
default-men_sabo_shoes\image_3_RTLACQ793701_20048291_4_v1.jpg,Не указано,пробка,натуральный нубук,коричневый,Сабо
default-men_sabo_shoes\image_4_RTLACQ793701_20048292_5_v1.jpg,Не указано,пробка,натуральный нубук,коричневый,Сабо
default-men_sabo_shoes\image_0_MP002XM081IS_16950570_1_v2.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_1_MP002XM081IS_16950571_2_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_2_MP002XM081IS_16950572_3_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_3_MP002XM081IS_16950573_4_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_4_MP002XM081IS_16950574_5_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM08KV7_18221827_1_v2.jpg,мульти,пробка,искусственная кожа,черный,Сабо
default-men_sabo_shoes\image_1_MP002XM08KV7_18221828_2_v2.jpg,мульти,пробка,искусственная кожа,черный,Сабо
default-men_sabo_shoes\image_2_MP002XM08KV7_18221829_3_v2.jpg,мульти,пробка,искусственная кожа,черный,Сабо
default-men_sabo_shoes\image_3_MP002XM08KV7_18221830_4_v2.jpg,мульти,пробка,искусственная кожа,черный,Сабо
default-men_sabo_shoes\image_4_MP002XM08KV7_18221831_5_v2.jpg,мульти,пробка,искусственная кожа,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM0MZ5L_20024162_1_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_1_MP002XM0MZ5L_20024163_2_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_2_MP002XM0MZ5L_20024164_3_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_3_MP002XM0MZ5L_20024165_4_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_4_MP002XM0MZ5L_20024166_5_v1.jpg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_0_RTLACQ794001_20058886_1_v1.jpg,мульти,пробка,натуральный нубук,желтый,Сабо
default-men_sabo_shoes\image_1_RTLACQ794001_20058887_2_v1.jpg,мульти,пробка,натуральный нубук,желтый,Сабо
default-men_sabo_shoes\image_2_RTLACQ794001_20058888_3_v1.jpg,мульти,пробка,натуральный нубук,желтый,Сабо
default-men_sabo_shoes\image_3_RTLACQ794001_20058889_4_v1.jpg,мульти,пробка,натуральный нубук,желтый,Сабо
default-men_sabo_shoes\image_4_RTLACQ794001_20058890_5_v1.jpg,мульти,пробка,натуральный нубук,желтый,Сабо
default-men_sabo_shoes\image_0_MP002XM1UG0V_20295585_1_v1.jpg,лето,полиуретан,натуральная кожа,синий,Сабо
default-men_sabo_shoes\image_1_MP002XM1UG0V_20295586_2_v1.jpg,лето,полиуретан,натуральная кожа,синий,Сабо
default-men_sabo_shoes\image_2_MP002XM1UG0V_20295587_3_v1.jpg,лето,полиуретан,натуральная кожа,синий,Сабо
default-men_sabo_shoes\image_3_MP002XM1UG0V_20295588_4_v1.jpg,лето,полиуретан,натуральная кожа,синий,Сабо
default-men_sabo_shoes\image_4_MP002XM1UG0V_20295589_5_v1.jpg,лето,полиуретан,натуральная кожа,синий,Сабо
default-men_sabo_shoes\image_0_MP002XM004RW_22398836_1_v1_2x.jpeg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_1_MP002XM004RW_22398838_2_v1_2x.jpeg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_2_MP002XM004RW_22398835_3_v1_2x.jpeg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_3_MP002XM004RW_22398844_4_v1_2x.jpeg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_4_MP002XM004RW_22398841_5_v1_2x.jpeg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM1UG04_19822797_1_v1.jpg,лето,полиуретан,натуральная кожа,бежевый,Сабо
default-men_sabo_shoes\image_1_MP002XM1UG04_19822798_2_v1.jpg,лето,полиуретан,натуральная кожа,бежевый,Сабо
default-men_sabo_shoes\image_2_MP002XM1UG04_19822799_3_v1.jpg,лето,полиуретан,натуральная кожа,бежевый,Сабо
default-men_sabo_shoes\image_3_MP002XM1UG04_19822800_4_v1.jpg,лето,полиуретан,натуральная кожа,бежевый,Сабо
default-men_sabo_shoes\image_4_MP002XM1UG04_19822801_5_v1.jpg,лето,полиуретан,натуральная кожа,бежевый,Сабо
default-men_sabo_shoes\image_0_RTLADJ242201_23791383_1_v1.jpg,лето,этиленвинилацетат,полиуретан,синий,Сабо
default-men_sabo_shoes\image_1_RTLADJ242201_23791384_2_v1.jpg,лето,этиленвинилацетат,полиуретан,синий,Сабо
default-men_sabo_shoes\image_2_RTLADJ242201_23791385_3_v1.jpg,лето,этиленвинилацетат,полиуретан,синий,Сабо
default-men_sabo_shoes\image_3_RTLADJ242201_23791386_4_v1.jpg,лето,этиленвинилацетат,полиуретан,синий,Сабо
default-men_sabo_shoes\image_4_RTLADJ242201_23791387_5_v1.jpg,лето,этиленвинилацетат,полиуретан,синий,Сабо
default-men_sabo_shoes\image_5_RTLADJ242201_23968971_9_v2_2x.jpg,лето,этиленвинилацетат,полиуретан,синий,Сабо
default-men_sabo_shoes\image_0_RTLADJ686301_23959714_1_v1.jpg,лето,ПВХ,полимер,черный,Сабо
default-men_sabo_shoes\image_1_RTLADJ686301_23959715_2_v1.jpg,лето,ПВХ,полимер,черный,Сабо
default-men_sabo_shoes\image_2_RTLADJ686301_23959716_3_v1.jpg,лето,ПВХ,полимер,черный,Сабо
default-men_sabo_shoes\image_3_RTLADJ686301_23959717_4_v1.jpg,лето,ПВХ,полимер,черный,Сабо
default-men_sabo_shoes\image_4_RTLADJ686301_23959718_5_v1.jpg,лето,ПВХ,полимер,черный,Сабо
default-men_sabo_shoes\image_0_RTLADJ686701_23959719_1_v1.jpg,лето,этиленвинилацетат,полиуретан,черный,Сабо
default-men_sabo_shoes\image_1_RTLADJ686701_23959720_2_v1.jpg,лето,этиленвинилацетат,полиуретан,черный,Сабо
default-men_sabo_shoes\image_2_RTLADJ686701_23959721_3_v1.jpg,лето,этиленвинилацетат,полиуретан,черный,Сабо
default-men_sabo_shoes\image_3_RTLADJ686701_23959722_4_v1.jpg,лето,этиленвинилацетат,полиуретан,черный,Сабо
default-men_sabo_shoes\image_4_RTLADJ686701_23959723_5_v1.jpg,лето,этиленвинилацетат,полиуретан,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM09NJ8_19581311_1_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_1_MP002XM09NJ8_19581312_2_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_2_MP002XM09NJ8_19581313_3_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_3_MP002XM09NJ8_19581314_4_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_4_MP002XM09NJ8_19581315_5_v1.jpg,лето,полиуретан,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM257XM_23439175_1_v1_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_1_MP002XM257XM_23439171_2_v1_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_2_MP002XM257XM_23439176_3_v1_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_3_MP002XM257XM_23439174_4_v1_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_4_MP002XM257XM_23439173_5_v1_2x.jpeg,лето,полиуретан,натуральная кожа,коричневый,Сабо
default-men_sabo_shoes\image_0_RTLADM300801_23281095_1_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_1_RTLADM300801_23281096_2_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_2_RTLADM300801_23281097_3_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_3_RTLADM300801_23281098_4_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_4_RTLADM300801_23281099_5_v1.jpg,лето,резина,натуральная кожа,черный,Сабо
default-men_sabo_shoes\image_0_MP002XM0T0SJ_20322613_1_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_1_MP002XM0T0SJ_20322614_2_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_2_MP002XM0T0SJ_20322615_3_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_3_MP002XM0T0SJ_20322616_4_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
default-men_sabo_shoes\image_4_MP002XM0T0SJ_20322617_5_v1.jpg,лето,полиуретан,натуральная кожа,серый,Сабо
