image_path,Сезон,Материал подошвы,Материал верха,Цвет,Категория
shoes-krossovk-kedy-muzhskie\image_3_RTLACU395703_24184988_4_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLACU395703_24184989_5_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLADH986801_22527354_1_v1.jpg,мульти,резина,искусственная кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_1_RTLADH986801_22527355_2_v1.jpg,мульти,резина,искусственная кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_2_RTLADH986801_22527356_3_v1.jpg,мульти,резина,искусственная кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_3_RTLADH986801_22527357_4_v1.jpg,мульти,резина,искусственная кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLADH986801_22527358_5_v1.jpg,мульти,резина,искусственная кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLACJ936303_22095780_1_v1.jpg,мульти,резина,кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_1_RTLACJ936303_22095781_2_v1.jpg,мульти,резина,кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_2_RTLACJ936303_22095782_3_v1.jpg,мульти,резина,кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_3_RTLACJ936303_22095783_4_v1.jpg,мульти,резина,кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLACJ936303_22095784_5_v1.jpg,мульти,резина,кожа,черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLADL945102_23549407_1_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADL945102_23549408_2_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADL945102_23549409_3_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADL945102_23549410_4_v1.jpg,мульти,резина,"натуральная кожа, текстиль",серый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADL945102_23549411_5_v2.jpg,мульти,резина,"натуральная кожа, текстиль",серый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLADL307801_23078738_1_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADL307801_23078739_2_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADL307801_23078740_3_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADL307801_23078741_4_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADL307801_23078742_5_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLACP313401_19787797_1_v2.jpg,мульти,резина,искусственная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLACP313401_19787798_2_v2.jpg,мульти,резина,искусственная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLACP313401_19787799_3_v2.jpg,мульти,резина,искусственная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLACP313401_19787800_4_v2.jpg,мульти,резина,искусственная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLACP313401_19787801_5_v2.jpg,мульти,резина,искусственная кожа,белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLADP482301_24358559_1_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADP482301_24358560_2_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADP482301_24358561_3_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADP482301_24358562_4_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADP482301_24358563_5_v1.jpg,мульти,резина,"искусственная кожа, текстиль",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLACY311002_22082363_1_v1.jpg,мульти,резина,"текстиль, искусственная кожа",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLACY311002_22082364_2_v1.jpg,мульти,резина,"текстиль, искусственная кожа",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLACY311002_22082365_3_v1.jpg,мульти,резина,"текстиль, искусственная кожа",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLACY311002_22082366_4_v1.jpg,мульти,резина,"текстиль, искусственная кожа",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLACY311002_22082367_5_v1.jpg,мульти,резина,"текстиль, искусственная кожа",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM0VOT2_23514316_1_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_MP002XM0VOT2_23514317_2_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_MP002XM0VOT2_23514318_3_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_MP002XM0VOT2_23514319_4_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_MP002XM0VOT2_23514320_5_v1.jpg,мульти,термопластичная резина,"искусственная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLADQ927401_24836269_1_v1.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_1_RTLADQ927401_24836270_2_v1.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_2_RTLADQ927401_24836271_3_v1.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_3_RTLADQ927401_24836272_4_v1.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLADQ927401_24836273_5_v1.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLADQ792901_24178609_1_v1.jpg,мульти,резина,"искусственный материал, композиционная кожа",черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_1_RTLADQ792901_24178610_2_v1.jpg,мульти,резина,"искусственный материал, композиционная кожа",черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_2_RTLADQ792901_24178611_3_v1.jpg,мульти,резина,"искусственный материал, композиционная кожа",черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_3_RTLADQ792901_24178612_4_v1.jpg,мульти,резина,"искусственный материал, композиционная кожа",черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLADQ792901_24178613_5_v1.jpg,мульти,резина,"искусственный материал, композиционная кожа",черный,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLADQ792701_24141418_1_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_1_RTLADQ792701_24141419_2_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_2_RTLADQ792701_24141420_3_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_3_RTLADQ792701_24141421_4_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLADQ792701_24141422_5_v1.jpg,мульти,резина,натуральная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLABC795905_23523882_1_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",белый,Кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLABC795905_23523883_2_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",белый,Кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLABC795905_23523884_3_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",белый,Кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLABC795905_23523885_4_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",белый,Кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLABC795905_23523886_5_v1.jpg,мульти,резина,"искусственная кожа, натуральная кожа",белый,Кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLADL068102_23698878_1_v1.jpg,мульти,резина,"натуральная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADL068102_23698879_2_v1.jpg,мульти,резина,"натуральная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADL068102_23698880_3_v1.jpg,мульти,резина,"натуральная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADL068102_23698881_4_v1.jpg,мульти,резина,"натуральная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADL068102_23698882_5_v1.jpg,мульти,резина,"натуральная кожа, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLACY235801_21626294_1_v1.jpg,мульти,резина,искусственная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_1_RTLACY235801_21626295_2_v1.jpg,мульти,резина,искусственная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_2_RTLACY235801_21626296_3_v1.jpg,мульти,резина,искусственная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_3_RTLACY235801_21626297_4_v1.jpg,мульти,резина,искусственная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLACY235801_21626298_5_v1.jpg,мульти,резина,искусственная кожа,белый,Низкие кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLADC429401_22030799_1_v2.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_1_RTLADC429401_22030800_2_v2.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_2_RTLADC429401_22030801_3_v2.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_3_RTLADC429401_22030802_4_v2.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_4_RTLADC429401_22030803_5_v2.jpg,мульти,резина,"искусственная кожа, текстиль",черный,Кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLACV435901_20618943_1_v1.jpg,мульти,резина,"искусственная замша, натуральная кожа, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLACV435901_20618944_2_v1.jpg,мульти,резина,"искусственная замша, натуральная кожа, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLACV435901_20618945_3_v1.jpg,мульти,резина,"искусственная замша, натуральная кожа, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLACV435901_20618946_4_v1.jpg,мульти,резина,"искусственная замша, натуральная кожа, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLACV435901_20618947_5_v1.jpg,мульти,резина,"искусственная замша, натуральная кожа, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLACB065001_18171732_1_v1.jpg,демисезон,резина,"искусственная кожа, текстиль",хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLACB065001_18171733_2_v1.jpg,демисезон,резина,"искусственная кожа, текстиль",хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLACB065001_18171734_3_v1.jpg,демисезон,резина,"искусственная кожа, текстиль",хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLACB065001_18171735_4_v1.jpg,демисезон,резина,"искусственная кожа, текстиль",хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLACB065001_18171736_5_v1.jpg,демисезон,резина,"искусственная кожа, текстиль",хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLADF890901_22147508_1_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADF890901_22147509_2_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADF890901_22147510_3_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADF890901_22147511_4_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADF890901_22147512_5_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM1ZWEG_19559461_1_v1.jpeg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_MP002XM1ZWEG_19559469_2_v1.jpeg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_MP002XM1ZWEG_19559451_3_v1.jpeg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_MP002XM1ZWEG_19559478_4_v1.jpeg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_MP002XM1ZWEG_19559473_5_v1.jpeg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_5_MP002XM1ZWEG_19559482_6_v1.jpeg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM1U948_21047142_1_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, текстиль",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_1_MP002XM1U948_21047143_2_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, текстиль",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_2_MP002XM1U948_21047144_3_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, текстиль",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_3_MP002XM1U948_21047145_4_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, текстиль",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_4_MP002XM1U948_21047146_5_v1.jpg,зима,"резина, этиленвинилацетат","искусственная кожа, текстиль",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM08W8B_18101500_1_v1.jpg,зима,"резина, этиленвинилацетат","полиэстер, композиционная кожа",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_1_MP002XM08W8B_18101501_2_v1.jpg,зима,"резина, этиленвинилацетат","полиэстер, композиционная кожа",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_2_MP002XM08W8B_18101502_3_v1.jpg,зима,"резина, этиленвинилацетат","полиэстер, композиционная кожа",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_3_MP002XM08W8B_18101503_4_v1.jpg,зима,"резина, этиленвинилацетат","полиэстер, композиционная кожа",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_4_MP002XM08W8B_18101504_5_v1.jpg,зима,"резина, этиленвинилацетат","полиэстер, композиционная кожа",черный,Кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM1ZWE6_19559440_1_v2_2x.jpg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_MP002XM1ZWE6_19559436_2_v2_2x.jpg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_MP002XM1ZWE6_19559433_3_v2_2x.jpg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_MP002XM1ZWE6_19559438_4_v2_2x.jpg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_MP002XM1ZWE6_19559434_5_v2_2x.jpg,демисезон,термоэластопласт,"искусственная кожа, искусственный велюр, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLACU842402_21494122_1_v1.jpg,мульти,резина,"натуральная кожа, полимер, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLACU842402_21494123_2_v1.jpg,мульти,резина,"натуральная кожа, полимер, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLACU842402_21494124_3_v1.jpg,мульти,резина,"натуральная кожа, полимер, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLACU842402_21494125_4_v1.jpg,мульти,резина,"натуральная кожа, полимер, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLACU842402_21494126_5_v1.jpg,мульти,резина,"натуральная кожа, полимер, текстиль",синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM0BB4H_24255519_1_v1.jpg,зима,"термопластичная резина, этиленвинилацетат",натуральная замша,хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_MP002XM0BB4H_24255520_2_v1.jpg,зима,"термопластичная резина, этиленвинилацетат",натуральная замша,хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_MP002XM0BB4H_24255521_3_v1.jpg,зима,"термопластичная резина, этиленвинилацетат",натуральная замша,хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_MP002XM0BB4H_24255522_4_v1.jpg,зима,"термопластичная резина, этиленвинилацетат",натуральная замша,хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_MP002XM0BB4H_24255523_5_v1.jpg,зима,"термопластичная резина, этиленвинилацетат",натуральная замша,хаки,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLADJ094801_24963889_1_v1.jpg,мульти,Не указано,Не указано,синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADJ094801_24963890_2_v1.jpg,мульти,Не указано,Не указано,синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADJ094801_24963891_3_v1.jpg,мульти,Не указано,Не указано,синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADJ094801_24963892_4_v1.jpg,мульти,Не указано,Не указано,синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADJ094801_24963894_5_v1.jpg,мульти,Не указано,Не указано,синий,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_RTLADN249301_23472691_1_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADN249301_23472692_2_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADN249301_23472693_3_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADN249301_23472694_4_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADN249301_23472695_5_v1.jpg,мульти,резина,"искусственная кожа, композиционная кожа",белый,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM0BOAH_24747597_1_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,Высокие кеды
shoes-krossovk-kedy-muzhskie\image_1_MP002XM0BOAH_24747598_2_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,Высокие кеды
shoes-krossovk-kedy-muzhskie\image_2_MP002XM0BOAH_24747599_3_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,Высокие кеды
shoes-krossovk-kedy-muzhskie\image_3_MP002XM0BOAH_24747602_4_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,Высокие кеды
shoes-krossovk-kedy-muzhskie\image_4_MP002XM0BOAH_24747603_5_v1.jpg,зима,резина,"искусственная кожа, натуральная кожа",коричневый,Высокие кеды
shoes-krossovk-kedy-muzhskie\image_0_RTLADQ469801_24631385_1_v1.jpg,мульти,резина,"полимер, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_RTLADQ469801_24631386_2_v1.jpg,мульти,резина,"полимер, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_RTLADQ469801_24631387_3_v1.jpg,мульти,резина,"полимер, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_RTLADQ469801_24631388_4_v1.jpg,мульти,резина,"полимер, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_RTLADQ469801_24631389_5_v1.jpg,мульти,резина,"полимер, текстиль",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_0_MP002XM0BW0V_24967746_1_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_1_MP002XM0BW0V_24967754_2_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_2_MP002XM0BW0V_24967758_3_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_3_MP002XM0BW0V_24967764_4_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_4_MP002XM0BW0V_24967768_5_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,Низкие кроссовки
shoes-krossovk-kedy-muzhskie\image_5_MP002XM0BW0V_24967772_6_v2_2x.jpg,демисезон,полиуретан,"натуральная кожа, натуральный спилок",черный,Низкие кроссовки
